Event ID,Condition,Agent,Reporting Agency,Affected Population,City,Event Start Date,Event End Date,Outcome,Cost of Damages ($)
5923.0,Invisible Dog Bites,Wheat Molecule Mutation,World Dance Federation,39126.0,,2021-03-21,2021-10-06,Mutated,1170575.23
1188.0,Dancing Plague,Mutant Chocolate Strain,Banana Safety Commission,,Miami,2015-12-23,2022-05-01,Mutated,175432.59
1459.0,Banana Peel Slip Epidemic,Zombie Virus,World Dance Federation,37560.0,Boston,2019-08-16,2022-07-19,Recovered with Allergies,524799.49
3236.0,Mobile Phone Radiation Syndrome,Banana Peels,FBI,19579.0,San Francisco,2018-11-20,2022-01-05,Turned Into Zombie,429080.55
5446.0,Zombie Virus Outbreak,Funky Dance Bacteria,Intergalactic Health Organization,24577.0,New York,2016-01-13,2021-11-10,Developed Superpowers,1136316.8
1580.0,Invisible Dog Bites,Cellular Rays,FBI,35533.0,Chicago,2018-07-06,2022-05-29,,1688585.24
3161.0,Zombie Virus Outbreak,Banana Peels,Banana Safety Commission,16136.0,New York,2015-10-30,2022-01-11,Became Infected,269955.17
5715.0,Radioactive Cheese Contamination,Mutant Chocolate Strain,NASA,41363.0,New York,,2022-06-03,,1537951.07
6897.0,Gluten Intolerance Pandemic,Banana Peels,FBI,21827.0,Miami,2021-08-17,2021-12-16,Still Dancing,290416.92
3902.0,Zombie Virus Outbreak,Tickling Bacteria,World Dance Federation,42312.0,Chicago,2018-12-19,2022-01-31,Lost Sense of Humor,383395.07
9664.0,Alien Flu,Zombie Virus,FBI,20516.0,Austin,2017-10-11,2021-10-31,Turned Into Zombie,1834295.69
,Radioactive Cheese Contamination,Banana Peels,PAHO,36549.0,Austin,2019-04-26,2022-03-15,Turned Into Zombie,24409.67
3440.0,Alien Flu,Wheat Molecule Mutation,Banana Safety Commission,15440.0,Chicago,2019-05-26,2022-07-08,Banished to Space,398302.36
2712.0,Tickling Fever,Funky Dance Bacteria,National Cheese Board,45631.0,New York,2019-06-23,,Became Infected,435034.4
1515.0,Dancing Plague,Zombie Virus,Banana Safety Commission,17971.0,New York,2014-12-23,2022-06-10,Became Infected,567351.72
8355.0,Banana Peel Slip Epidemic,Radioactive Cheese,WHO,40910.0,New York,2020-08-31,2022-03-17,Recovered with Allergies,730006.36
2375.0,Alien Flu,Banana Peels,Intergalactic Health Organization,32995.0,Miami,2018-04-16,2021-10-31,Turned Into Zombie,210840.13
7684.0,Zombie Virus Outbreak,Alien Spores,Intergalactic Health Organization,18810.0,New York,2017-10-20,2022-04-01,Lost Sense of Humor,939566.29
4669.0,Alien Flu,Wheat Molecule Mutation,World Dance Federation,40556.0,San Francisco,2017-03-18,2021-11-21,Lost Sense of Humor,801703.98
3390.0,Invisible Dog Bites,Funky Dance Bacteria,FBI,41810.0,,2021-02-13,,Turned Into Zombie,1251742.95
4262.0,Mobile Phone Radiation Syndrome,Mutant Chocolate Strain,National Cheese Board,3293.0,New York,2021-02-02,2021-12-14,Quarantined,1735697.68
5638.0,Invisible Dog Bites,Tickling Bacteria,Intergalactic Health Organization,30141.0,Austin,2020-11-26,2021-12-07,Turned Into Zombie,598951.92
3866.0,Gluten Intolerance Pandemic,Tickling Bacteria,World Dance Federation,3716.0,,2021-09-27,2022-06-30,Banished to Space,1095243.11
8848.0,Invisible Dog Bites,Cellular Rays,WHO,17371.0,New York,2021-03-28,2022-05-16,Banished to Space,745897.85
9948.0,Chocolate Poisoning,Funky Dance Bacteria,FBI,19461.0,New York,2014-11-14,2021-11-05,,85299.31
4495.0,Banana Peel Slip Epidemic,Zombie Virus,Intergalactic Health Organization,18454.0,Austin,2018-11-05,2022-02-11,Lost Sense of Humor,1643045.35
7494.0,Gluten Intolerance Pandemic,Alien Spores,World Dance Federation,23636.0,Chicago,2018-03-18,2021-11-29,,1270261.8
1187.0,Alien Flu,Tickling Bacteria,Intergalactic Health Organization,14682.0,Austin,2019-09-27,2022-02-07,Lost Sense of Humor,9333.68
5578.0,Invisible Dog Bites,Wheat Molecule Mutation,Banana Safety Commission,44550.0,Miami,2020-09-12,2021-09-30,Lost Sense of Humor,502896.02
9093.0,Dancing Plague,Funky Dance Bacteria,NASA,2024.0,New York,2016-03-04,2021-11-28,Quarantined,621433.86
3714.0,Zombie Virus Outbreak,Radioactive Cheese,National Cheese Board,43679.0,Austin,2017-10-02,2021-10-30,Lost Sense of Humor,1624005.42
8408.0,Alien Flu,Invisible Dog Virus,FBI,1308.0,Austin,2014-05-30,2022-06-20,Still Dancing,1522622.85
1295.0,Tickling Fever,Alien Spores,PAHO,39870.0,Boston,2017-08-05,2021-10-06,Lost Sense of Humor,795306.99
4533.0,Tickling Fever,Zombie Virus,PAHO,19544.0,Chicago,,2022-02-11,Developed Superpowers,318897.72
5140.0,Gluten Intolerance Pandemic,Invisible Dog Virus,FBI,42252.0,Austin,2015-07-12,2021-10-19,,775134.14
5042.0,Tickling Fever,Zombie Virus,PAHO,13578.0,Boston,2021-07-15,2022-02-18,Mutated,
5270.0,Mobile Phone Radiation Syndrome,Cellular Rays,Intergalactic Health Organization,19187.0,Miami,,2022-02-19,Quarantined,907520.76
4051.0,Banana Peel Slip Epidemic,Cellular Rays,World Dance Federation,22228.0,Chicago,2021-07-24,2022-04-27,Cured,236161.03
6465.0,Invisible Dog Bites,Cellular Rays,FBI,15058.0,Boston,2019-07-12,2022-02-01,Banished to Space,81902.21
8733.0,Dancing Plague,Alien Spores,Banana Safety Commission,11914.0,San Francisco,2017-01-24,2021-10-02,Lost Sense of Humor,670003.87
,,Invisible Dog Virus,FBI,33237.0,Chicago,2014-12-18,2022-02-07,Quarantined,300983.81
6870.0,Alien Flu,Alien Spores,WHO,41662.0,Chicago,2016-12-24,2021-12-13,Banished to Space,1491357.15
4904.0,Dancing Plague,Banana Peels,World Dance Federation,2921.0,New York,2014-10-14,2022-03-08,Became Infected,561119.84
3261.0,,Cellular Rays,PAHO,31482.0,New York,2019-11-07,2022-06-28,Still Dancing,1755518.8
2420.0,Alien Flu,Alien Spores,Banana Safety Commission,15252.0,San Francisco,2016-07-18,2021-10-16,Developed Superpowers,1236611.83
7693.0,,Banana Peels,NASA,,Miami,2016-04-30,2021-10-31,Still Dancing,790359.2
9296.0,Alien Flu,Radioactive Cheese,National Cheese Board,33685.0,San Francisco,2020-10-31,2022-03-03,,1222064.82
1478.0,Dancing Plague,Invisible Dog Virus,Banana Safety Commission,16288.0,Miami,2017-10-15,2022-01-19,Still Dancing,593872.08
6518.0,Mobile Phone Radiation Syndrome,Tickling Bacteria,National Cheese Board,11229.0,San Francisco,2020-10-10,2022-01-05,Mutated,286941.14
7577.0,Banana Peel Slip Epidemic,Cellular Rays,National Cheese Board,24799.0,Chicago,2015-07-28,2022-06-17,Became Infected,1928534.3
7785.0,Mobile Phone Radiation Syndrome,Cellular Rays,FBI,30843.0,Miami,2014-08-22,2021-12-30,Still Dancing,1128507.08
9884.0,Invisible Dog Bites,Tickling Bacteria,National Cheese Board,8054.0,Austin,2018-11-26,2022-02-22,Cured,19619.6
4038.0,Mobile Phone Radiation Syndrome,Funky Dance Bacteria,Banana Safety Commission,48976.0,Chicago,2016-10-08,2021-10-02,Lost Sense of Humor,624076.84
1193.0,Gluten Intolerance Pandemic,Zombie Virus,NASA,21166.0,Miami,2017-12-22,,,323271.32
1058.0,Dancing Plague,Banana Peels,PAHO,20561.0,Austin,2017-05-05,2022-07-16,Became Infected,520075.71
2886.0,Chocolate Poisoning,Zombie Virus,WHO,48431.0,Miami,2015-10-29,2022-07-12,,116152.46
5573.0,Chocolate Poisoning,Tickling Bacteria,Intergalactic Health Organization,21026.0,Boston,2018-11-08,2021-11-16,Banished to Space,493945.83
6222.0,Dancing Plague,Radioactive Cheese,WHO,31906.0,Austin,2016-07-18,2021-12-03,Mutated,1367617.12
3580.0,Banana Peel Slip Epidemic,Cellular Rays,NASA,35060.0,San Francisco,2017-04-08,,Became Infected,1642116.05
5644.0,Zombie Virus Outbreak,Mutant Chocolate Strain,Banana Safety Commission,,Chicago,2018-08-28,,Developed Superpowers,
8623.0,Zombie Virus Outbreak,Cellular Rays,PAHO,2538.0,Boston,2018-04-08,2022-03-28,Turned Into Zombie,1047319.17
1220.0,Alien Flu,Wheat Molecule Mutation,FBI,17946.0,Austin,2018-07-19,2022-07-23,Recovered with Allergies,88372.24
1875.0,Banana Peel Slip Epidemic,Wheat Molecule Mutation,NASA,5666.0,,2015-01-06,2021-12-19,Quarantined,186147.6
2196.0,,Alien Spores,WHO,32841.0,New York,2018-01-31,2022-04-10,Banished to Space,1106088.66
3709.0,Tickling Fever,Radioactive Cheese,NASA,35155.0,Miami,2020-01-06,2022-07-23,Mutated,1681950.94
3731.0,Tickling Fever,Tickling Bacteria,FBI,31077.0,Boston,,2022-01-30,Still Dancing,180535.99
,Chocolate Poisoning,Wheat Molecule Mutation,Banana Safety Commission,12641.0,Austin,,2022-07-15,Lost Sense of Humor,840000.6
9416.0,Tickling Fever,Cellular Rays,PAHO,40840.0,Boston,2017-03-14,2022-05-15,,1940997.21
8014.0,Zombie Virus Outbreak,Tickling Bacteria,PAHO,4776.0,San Francisco,2015-03-06,2021-12-20,Developed Superpowers,1478891.13
2247.0,Alien Flu,,National Cheese Board,39912.0,San Francisco,2014-10-21,2021-12-22,,399218.42
9180.0,Zombie Virus Outbreak,Tickling Bacteria,Intergalactic Health Organization,4183.0,,2017-11-11,2022-05-30,Developed Superpowers,573922.66
4957.0,Zombie Virus Outbreak,Invisible Dog Virus,Intergalactic Health Organization,794.0,Miami,2018-10-07,2022-05-02,Developed Superpowers,1896092.88
8111.0,Chocolate Poisoning,Mutant Chocolate Strain,PAHO,20611.0,Boston,2020-12-04,2022-03-22,Lost Sense of Humor,445870.45
5589.0,Mobile Phone Radiation Syndrome,Funky Dance Bacteria,Banana Safety Commission,29863.0,Austin,2017-02-23,2022-01-12,Recovered with Allergies,884610.23
2886.0,Chocolate Poisoning,Banana Peels,FBI,24619.0,Austin,2018-08-06,2021-11-25,Became Infected,714442.06
1310.0,Invisible Dog Bites,Funky Dance Bacteria,WHO,5990.0,Chicago,2019-09-29,2022-07-02,Mutated,982627.47
2604.0,Tickling Fever,Zombie Virus,Banana Safety Commission,32867.0,New York,2016-10-03,2022-03-17,Developed Superpowers,
6659.0,Alien Flu,Banana Peels,Intergalactic Health Organization,23246.0,Boston,2017-12-20,2022-05-26,Banished to Space,1338359.11
4982.0,Dancing Plague,Invisible Dog Virus,PAHO,6267.0,Boston,2019-10-10,2021-12-13,Cured,473009.02
9560.0,Alien Flu,Zombie Virus,PAHO,19483.0,Miami,,,Still Dancing,1206192.2
4546.0,Mobile Phone Radiation Syndrome,Tickling Bacteria,National Cheese Board,10984.0,Boston,2020-08-01,2022-07-09,Still Dancing,718749.78
5841.0,Zombie Virus Outbreak,Cellular Rays,PAHO,7918.0,San Francisco,2015-07-14,2022-04-13,Still Dancing,506694.88
7174.0,Chocolate Poisoning,Cellular Rays,National Cheese Board,20323.0,Miami,2020-06-04,2022-05-05,Cured,1391530.25
6351.0,Invisible Dog Bites,Radioactive Cheese,World Dance Federation,40769.0,New York,,2022-03-01,Lost Sense of Humor,1930653.36
9017.0,Invisible Dog Bites,Alien Spores,WHO,26248.0,San Francisco,2020-02-25,2022-06-26,Turned Into Zombie,1739404.01
1997.0,Radioactive Cheese Contamination,Cellular Rays,Banana Safety Commission,44407.0,San Francisco,2017-06-17,2021-11-05,Still Dancing,
1496.0,Banana Peel Slip Epidemic,Cellular Rays,World Dance Federation,47837.0,,2014-05-11,,Became Infected,911555.51
6685.0,Radioactive Cheese Contamination,Tickling Bacteria,FBI,26413.0,Chicago,2019-09-11,2022-04-17,Cured,1391085.99
,Invisible Dog Bites,,Intergalactic Health Organization,47509.0,Chicago,2020-09-13,2022-03-18,Mutated,1127418.6
2198.0,Radioactive Cheese Contamination,Wheat Molecule Mutation,,24069.0,Miami,2021-06-13,2022-02-01,Lost Sense of Humor,1454081.88
6910.0,Chocolate Poisoning,Cellular Rays,WHO,19789.0,New York,2020-09-12,2022-03-11,Recovered with Allergies,1950364.68
6484.0,Dancing Plague,Wheat Molecule Mutation,Intergalactic Health Organization,25639.0,Chicago,2014-11-15,2022-07-13,Still Dancing,687832.26
1576.0,Radioactive Cheese Contamination,Radioactive Cheese,WHO,41163.0,Austin,2014-05-31,2022-06-06,Became Infected,1542891.95
,Radioactive Cheese Contamination,Funky Dance Bacteria,National Cheese Board,11143.0,Austin,2019-12-31,2022-05-15,Mutated,192672.28
1053.0,Tickling Fever,Banana Peels,FBI,6311.0,,2019-02-14,2022-02-21,,1740147.73
1228.0,Alien Flu,Cellular Rays,Intergalactic Health Organization,,Chicago,2018-08-26,2022-01-20,Cured,
9970.0,Chocolate Poisoning,Radioactive Cheese,,47990.0,New York,,2021-12-30,Turned Into Zombie,1044330.08
1984.0,Invisible Dog Bites,Cellular Rays,FBI,23842.0,Miami,2015-11-28,2022-03-29,Became Infected,1642961.77
9660.0,Invisible Dog Bites,Funky Dance Bacteria,World Dance Federation,20700.0,Miami,2019-10-03,2022-02-04,Recovered with Allergies,1334913.77
3467.0,Radioactive Cheese Contamination,Cellular Rays,Banana Safety Commission,41626.0,Miami,2021-07-14,2022-07-04,Cured,1106691.33
1531.0,Zombie Virus Outbreak,Zombie Virus,World Dance Federation,21077.0,New York,2018-04-02,2022-03-17,Quarantined,1892271.02
9028.0,Mobile Phone Radiation Syndrome,Funky Dance Bacteria,National Cheese Board,38122.0,Austin,2021-07-31,2022-06-15,Cured,264879.11
,Radioactive Cheese Contamination,Banana Peels,Intergalactic Health Organization,18359.0,Austin,2021-06-21,2021-12-01,Developed Superpowers,1985970.51
1089.0,Gluten Intolerance Pandemic,Alien Spores,World Dance Federation,6895.0,New York,2016-07-23,2022-04-29,Became Infected,313093.59
6735.0,Dancing Plague,Wheat Molecule Mutation,PAHO,6860.0,New York,2016-11-08,2022-05-29,Banished to Space,962951.04
4145.0,Radioactive Cheese Contamination,Funky Dance Bacteria,WHO,15278.0,New York,2020-09-21,,Developed Superpowers,466664.94
2292.0,Gluten Intolerance Pandemic,Funky Dance Bacteria,WHO,35275.0,Miami,2016-06-15,2021-11-07,Developed Superpowers,547467.73
5110.0,Mobile Phone Radiation Syndrome,Funky Dance Bacteria,Banana Safety Commission,6932.0,Chicago,2017-06-16,2021-12-06,,
8496.0,Radioactive Cheese Contamination,Zombie Virus,PAHO,26237.0,New York,2014-06-26,2021-11-25,Still Dancing,74246.73
,Zombie Virus Outbreak,Radioactive Cheese,World Dance Federation,4291.0,Chicago,,2022-03-01,Still Dancing,1881789.82
4781.0,Dancing Plague,Alien Spores,World Dance Federation,19543.0,Chicago,2017-05-19,2022-04-18,Still Dancing,562846.14
5067.0,Gluten Intolerance Pandemic,Alien Spores,World Dance Federation,10779.0,San Francisco,2021-09-02,2021-12-25,Turned Into Zombie,548702.47
4505.0,Alien Flu,Banana Peels,NASA,12599.0,Chicago,2017-12-01,2021-11-07,Became Infected,1727809.64
3391.0,Mobile Phone Radiation Syndrome,Wheat Molecule Mutation,NASA,38063.0,New York,2015-05-25,2022-06-04,Became Infected,1530848.19
2218.0,Dancing Plague,Zombie Virus,WHO,42637.0,Boston,2015-03-15,2022-01-21,,1345085.25
6155.0,Gluten Intolerance Pandemic,Cellular Rays,Banana Safety Commission,24397.0,Austin,2021-06-21,2022-04-21,Still Dancing,296985.11
3252.0,Zombie Virus Outbreak,Tickling Bacteria,,37258.0,Chicago,2015-11-02,2022-04-23,,1540385.35
4891.0,Gluten Intolerance Pandemic,Radioactive Cheese,FBI,40428.0,San Francisco,2016-06-14,2022-02-11,Cured,724728.75
1775.0,Radioactive Cheese Contamination,Alien Spores,Banana Safety Commission,2048.0,Austin,,2022-06-18,Banished to Space,1987807.85
6229.0,Banana Peel Slip Epidemic,,FBI,34810.0,New York,2014-11-09,2022-01-30,Mutated,1344142.84
9416.0,,Cellular Rays,PAHO,,San Francisco,2019-10-12,2021-12-21,Cured,1672606.68
8553.0,Alien Flu,Mutant Chocolate Strain,FBI,48614.0,San Francisco,2021-03-27,2022-04-30,Became Infected,1468901.66
1063.0,,Radioactive Cheese,WHO,25139.0,New York,2016-02-07,2022-07-01,Became Infected,1190505.49
2787.0,Banana Peel Slip Epidemic,Invisible Dog Virus,NASA,37858.0,San Francisco,2018-05-09,2022-03-23,Quarantined,1434056.51
8091.0,Tickling Fever,Invisible Dog Virus,National Cheese Board,49914.0,Boston,2015-12-24,2022-07-01,Turned Into Zombie,1196980.24
6056.0,Tickling Fever,Zombie Virus,Banana Safety Commission,27787.0,Austin,2017-10-17,2022-05-23,Developed Superpowers,107141.19
9069.0,Gluten Intolerance Pandemic,Cellular Rays,National Cheese Board,264.0,San Francisco,2019-05-28,2021-11-02,Recovered with Allergies,
4915.0,Tickling Fever,Zombie Virus,National Cheese Board,38564.0,San Francisco,2014-05-10,2022-03-19,Turned Into Zombie,636252.95
1092.0,Alien Flu,Cellular Rays,World Dance Federation,36587.0,,2020-12-13,2022-02-17,Still Dancing,1429376.55
2677.0,Tickling Fever,,WHO,37685.0,Miami,,2021-10-24,Became Infected,1154465.54
6508.0,,Invisible Dog Virus,WHO,29280.0,,2015-02-16,2022-01-04,Mutated,1222925.16
6730.0,Tickling Fever,Tickling Bacteria,NASA,,San Francisco,2020-06-03,2021-10-20,Developed Superpowers,1694728.25
4864.0,Mobile Phone Radiation Syndrome,Alien Spores,FBI,10511.0,Miami,2017-08-31,2022-07-16,Cured,1052987.74
5936.0,Zombie Virus Outbreak,Mutant Chocolate Strain,FBI,16908.0,New York,2020-04-17,2022-01-17,Banished to Space,440463.01
2401.0,Alien Flu,Zombie Virus,Intergalactic Health Organization,9373.0,San Francisco,2015-07-24,2022-07-07,Cured,
2606.0,Zombie Virus Outbreak,Radioactive Cheese,,9053.0,Chicago,2016-02-07,2021-12-20,Quarantined,323197.58
1897.0,Dancing Plague,Mutant Chocolate Strain,NASA,47333.0,San Francisco,2015-08-26,2022-01-14,Cured,66005.29
5587.0,Mobile Phone Radiation Syndrome,Invisible Dog Virus,National Cheese Board,37090.0,Miami,2019-06-10,2022-06-23,Lost Sense of Humor,477944.51
4713.0,Dancing Plague,Tickling Bacteria,PAHO,8728.0,New York,2016-12-05,2022-07-01,Developed Superpowers,1271819.4
4131.0,Radioactive Cheese Contamination,Wheat Molecule Mutation,PAHO,14799.0,Austin,2016-02-28,2022-03-25,Still Dancing,307080.82
2532.0,Tickling Fever,Funky Dance Bacteria,Banana Safety Commission,19542.0,Austin,2015-02-25,2022-07-12,Became Infected,168436.84
7535.0,Zombie Virus Outbreak,Mutant Chocolate Strain,FBI,27248.0,Boston,2015-01-11,2022-01-16,Became Infected,1941854.9
8286.0,Radioactive Cheese Contamination,Zombie Virus,NASA,16701.0,Austin,,2021-11-06,Became Infected,1993825.52
2798.0,Gluten Intolerance Pandemic,Funky Dance Bacteria,Intergalactic Health Organization,25410.0,,2014-11-13,2022-06-27,Banished to Space,1275861.91
9162.0,Mobile Phone Radiation Syndrome,Cellular Rays,Banana Safety Commission,20307.0,Miami,2018-08-03,2022-05-03,Mutated,221589.96
2351.0,Banana Peel Slip Epidemic,Alien Spores,WHO,11213.0,New York,2015-11-17,2022-02-08,Recovered with Allergies,1643933.66
8051.0,Tickling Fever,Funky Dance Bacteria,,39349.0,Austin,2017-06-30,2022-05-08,Developed Superpowers,
7858.0,Zombie Virus Outbreak,Funky Dance Bacteria,NASA,,Chicago,2015-01-11,2022-06-26,Cured,368236.84
1598.0,Mobile Phone Radiation Syndrome,Zombie Virus,National Cheese Board,21343.0,Chicago,2018-01-29,2022-06-20,Turned Into Zombie,1153505.93
3044.0,Gluten Intolerance Pandemic,Banana Peels,NASA,27967.0,Chicago,2016-12-23,2021-12-15,Turned Into Zombie,83567.34
,Banana Peel Slip Epidemic,Tickling Bacteria,,48482.0,Miami,2020-10-04,2022-05-02,Developed Superpowers,1945079.86
5571.0,Tickling Fever,Cellular Rays,NASA,29991.0,Miami,2019-05-10,2021-12-31,Banished to Space,1652801.17
9003.0,Gluten Intolerance Pandemic,Tickling Bacteria,WHO,17635.0,San Francisco,2020-05-16,2022-02-15,Mutated,525249.95
7968.0,Zombie Virus Outbreak,Tickling Bacteria,Intergalactic Health Organization,21620.0,New York,2020-05-16,2021-12-18,Became Infected,840729.22
7176.0,Tickling Fever,Funky Dance Bacteria,Banana Safety Commission,16710.0,Boston,2014-09-10,2021-11-18,Quarantined,793590.74
8042.0,Invisible Dog Bites,,WHO,30295.0,Chicago,2020-09-14,2022-05-23,Cured,1723680.87
9579.0,Dancing Plague,Zombie Virus,FBI,49832.0,Chicago,2019-07-17,2022-07-20,Lost Sense of Humor,712495.56
1797.0,Banana Peel Slip Epidemic,Radioactive Cheese,Intergalactic Health Organization,7450.0,Austin,2018-02-01,2022-02-28,Banished to Space,100720.43
6713.0,Mobile Phone Radiation Syndrome,Cellular Rays,FBI,33955.0,Austin,2019-02-25,2022-01-02,Cured,433304.26
8311.0,Alien Flu,Cellular Rays,NASA,32218.0,New York,2016-02-27,2022-03-14,Mutated,435061.47
5020.0,Tickling Fever,Zombie Virus,FBI,7018.0,New York,2021-08-16,2021-12-28,Still Dancing,1898735.89
6911.0,Tickling Fever,Zombie Virus,FBI,1763.0,Boston,2018-09-11,2021-10-16,Became Infected,
4954.0,Mobile Phone Radiation Syndrome,Banana Peels,FBI,9290.0,Miami,,2022-05-16,Banished to Space,604683.61
5312.0,Tickling Fever,Cellular Rays,Banana Safety Commission,42593.0,Chicago,2018-05-29,2022-07-09,Still Dancing,10520.36
9980.0,Alien Flu,Banana Peels,WHO,36169.0,Boston,2021-06-24,2022-05-09,Became Infected,1036410.27
6639.0,Banana Peel Slip Epidemic,Alien Spores,Intergalactic Health Organization,40911.0,Boston,2021-05-31,2022-05-20,,1595493.64
7179.0,Radioactive Cheese Contamination,Funky Dance Bacteria,WHO,30088.0,Chicago,2016-05-03,2022-07-07,Quarantined,540866.94
7779.0,Alien Flu,Cellular Rays,Intergalactic Health Organization,,San Francisco,2018-08-10,2022-04-21,Mutated,880892.83
3056.0,Alien Flu,Alien Spores,PAHO,42844.0,Boston,2016-02-14,2022-06-13,Mutated,349714.46
